<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
DHG,20100119,17.81,17.96,17.81,17.81,40900
DHG,20100118,17.96,17.96,17.66,17.66,15330
DHG,20100115,17.96,17.96,17.81,17.96,19230
DHG,20100114,17.96,17.96,17.81,17.96,8360
DHG,20100113,17.96,18.11,17.51,17.96,17880
DHG,20100112,18.11,18.41,17.81,18.11,34630
DHG,20100111,18.11,18.11,17.66,18.11,49780
DHG,20100108,18.26,18.26,17.66,17.66,45010
DHG,20100107,17.36,17.51,17.21,17.51,70630
DHG,20100106,17.36,17.51,17.06,17.36,44420
DHG,20100105,17.81,17.81,17.21,17.51,158950
DHG,20100104,16.91,17.51,16.91,17.51,16780
DHG,20091231,17.21,17.36,17.06,17.06,15210
DHG,20091230,15.86,16.91,15.86,16.91,36920
DHG,20091229,16.46,16.46,16.01,16.46,30670
DHG,20091228,16.46,16.76,16.31,16.46,22780
DHG,20091225,16.01,16.46,16.01,16.31,13600
DHG,20091224,15.86,16.01,15.41,16.01,11870
DHG,20091223,15.26,16.16,15.26,15.86,47980
DHG,20091222,15.86,15.86,15.71,15.86,8010
DHG,20091221,15.12,15.12,15.12,15.11,6580
DHG,20091218,15.26,15.86,14.51,14.52,84840
DHG,20091217,15.41,16.16,15.26,15.26,16980
DHG,20091216,16.01,16.01,15.86,15.86,12060
DHG,20091215,16.76,16.76,16.16,16.61,2670
DHG,20091214,15.26,16.31,15.26,16.31,28620
DHG,20091211,16.61,16.91,15.56,15.56,43750
DHG,20091210,17.21,17.21,16.16,16.16,33260
DHG,20091209,16.31,16.91,16.31,16.91,45240
DHG,20091208,16.76,17.66,16.76,16.91,12820
DHG,20091207,16.91,17.06,16.76,16.91,56530
DHG,20091204,17.51,17.81,17.21,17.21,25950
DHG,20091203,17.36,17.66,17.36,17.51,16360
DHG,20091202,18.26,18.26,17.81,17.96,31400
DHG,20091201,18.56,18.71,18.41,18.41,10710
DHG,20091130,18.11,18.26,18.11,18.26,14270
DHG,20091127,17.06,18.26,17.06,18.11,18770
DHG,20091126,16.31,17.66,16.16,17.66,59660
DHG,20091125,17.51,17.51,16.91,16.91,49270
DHG,20091124,17.81,17.96,17.51,17.51,16380
DHG,20091123,18.11,18.11,17.81,17.81,37650
DHG,20091120,18.11,18.41,18.11,18.26,64930
DHG,20091119,18.26,18.41,18.26,18.41,34500
DHG,20091118,18.11,18.26,17.96,18.26,28170
DHG,20091117,17.96,18.26,17.96,18.11,56070
DHG,20091116,18.11,18.26,17.66,17.96,37470
DHG,20091113,17.96,18.56,17.81,18.11,26670
DHG,20091112,18.85,18.85,18.55,18.71,13050
DHG,20091111,18.30,18.30,17.85,18.07,34460
DHG,20091110,17.51,17.85,17.40,17.85,25110
DHG,20091109,18.52,18.52,17.85,17.85,79940
DHG,20091106,18.63,18.74,17.96,17.96,66670
DHG,20091105,18.86,18.86,18.41,18.52,13030
DHG,20091104,18.52,18.52,17.73,18.41,33370
DHG,20091103,17.96,18.40,17.28,17.73,39440
DHG,20091102,18.52,18.52,17.84,18.18,79560
DHG,20091030,19.08,19.08,18.41,18.74,13220
DHG,20091029,18.41,18.52,18.18,18.41,49040
DHG,20091028,19.19,19.19,18.86,18.97,10480
DHG,20091027,18.52,18.63,18.30,18.52,17390
DHG,20091026,18.30,18.64,18.30,18.52,37210
DHG,20091023,19.19,19.30,18.85,18.86,42190
DHG,20091022,18.64,19.31,18.52,19.19,116330
DHG,20091021,19.19,19.19,18.85,18.86,55530
DHG,20091020,19.42,19.42,19.20,19.19,59730
DHG,20091019,19.64,19.64,19.42,19.42,17830
DHG,20091016,19.87,19.98,19.42,19.64,41760
DHG,20091015,19.98,20.09,19.75,19.87,79620
DHG,20091014,18.52,19.53,18.52,19.53,40180
DHG,20091013,19.09,19.09,18.52,18.74,47780
DHG,20091012,19.42,19.42,19.08,19.31,52210
DHG,20091009,19.65,19.65,19.31,19.42,63540
DHG,20091008,18.86,19.65,18.86,19.31,84380
DHG,20091007,18.30,18.86,18.07,18.86,141340
DHG,20091006,17.06,17.96,16.84,17.96,144540
DHG,20091005,17.40,17.51,17.29,17.40,79390
DHG,20091002,17.40,17.63,17.06,17.40,86560
DHG,20091001,18.07,18.41,17.62,17.85,93760
DHG,20090930,18.52,19.08,18.30,18.52,152060
DHG,20090929,18.52,18.52,18.29,18.52,152910
DHG,20090928,17.51,17.74,17.51,17.73,78130
DHG,20090925,17.18,17.18,16.73,16.95,66600
DHG,20090924,16.84,16.95,16.84,16.84,40730
DHG,20090923,16.72,17.17,16.72,16.95,68900
DHG,20090922,16.84,17.06,16.72,16.72,71620
DHG,20090921,17.29,17.29,17.07,17.06,42990
DHG,20090918,17.17,17.39,17.17,17.29,86550
DHG,20090917,17.28,17.28,16.84,17.17,83980
DHG,20090916,17.51,17.51,17.06,17.06,93050
DHG,20090915,17.28,17.28,16.84,16.95,90910
DHG,20090914,17.51,17.51,16.50,17.06,67350
DHG,20090911,17.73,17.73,17.17,17.29,79860
DHG,20090910,16.84,17.18,16.73,17.17,145500
DHG,20090909,18.30,18.30,17.40,17.40,140150
DHG,20090908,19.53,19.53,18.29,18.30,96560
DHG,20090907,18.64,18.64,18.64,18.63,55850
DHG,20090904,17.84,17.84,17.84,17.85,166090
DHG,20090903,16.90,17.01,16.34,17.00,507930
DHG,20090901,16.34,16.34,16.12,16.23,71060
DHG,20090831,16.45,16.45,16.23,16.23,61340
DHG,20090828,15.11,15.67,15.00,15.67,55190
DHG,20090827,15.00,15.11,14.67,15.00,12280
DHG,20090826,15.00,15.11,14.78,14.78,12150
DHG,20090825,15.44,15.44,15.00,15.00,28490
DHG,20090824,14.78,15.11,14.78,15.00,21430
DHG,20090821,14.89,15.11,14.67,14.78,29510
DHG,20090820,14.89,14.89,14.45,14.67,22830
DHG,20090819,14.89,14.89,14.56,14.67,14380
DHG,20090818,14.23,14.67,14.23,14.45,14960
DHG,20090817,14.79,15.01,14.68,14.67,10360
DHG,20090814,15.34,15.34,15.01,15.12,22510
DHG,20090813,15.34,15.34,15.11,15.34,59940
DHG,20090812,14.44,14.67,14.33,14.67,50590
DHG,20090811,14.00,14.22,13.78,14.00,41950
DHG,20090810,13.56,13.78,13.56,13.78,25730
DHG,20090807,13.12,13.67,13.12,13.56,37420
DHG,20090806,13.56,13.67,13.34,13.34,35840
DHG,20090805,13.11,13.56,13.00,13.56,91270
DHG,20090804,13.33,13.33,13.00,13.00,31920
DHG,20090803,12.89,13.11,12.78,13.00,16120
DHG,20090731,12.89,12.89,12.78,12.78,43210
DHG,20090730,13.11,13.11,12.67,12.78,63230
DHG,20090729,12.89,13.00,12.89,12.89,26450
DHG,20090728,12.79,12.90,12.79,12.89,28330
DHG,20090727,13.44,13.55,13.11,13.23,33520
DHG,20090724,13.00,13.12,13.00,13.11,128870
DHG,20090723,12.23,12.56,12.23,12.56,31170
DHG,20090722,12.45,12.45,12.22,12.23,46980
DHG,20090721,11.67,11.89,11.67,11.89,16620
DHG,20090720,11.44,11.67,11.44,11.56,35540
DHG,20090717,12.22,12.22,12.00,12.00,27500
DHG,20090716,12.11,12.22,11.89,12.11,70620
DHG,20090715,12.11,12.33,12.11,12.11,90500
DHG,20090714,12.11,12.11,12.00,12.11,48270
DHG,20090713,12.45,12.45,12.12,12.11,30110
DHG,20090710,12.56,12.67,12.45,12.45,34930
DHG,20090709,12.23,12.67,12.23,12.56,94480
DHG,20090708,12.56,12.67,12.34,12.56,88010
DHG,20090707,12.78,12.78,12.56,12.56,36830
DHG,20090706,12.45,12.56,12.12,12.56,52280
DHG,20090703,12.34,12.34,12.23,12.23,36690
DHG,20090702,12.11,12.67,12.11,12.23,94240
DHG,20090701,12.23,12.67,12.11,12.11,38910
DHG,20090630,13.00,13.00,12.67,12.67,33630
DHG,20090629,12.90,13.12,12.90,12.89,8280
DHG,20090626,13.34,13.56,13.23,13.23,11830
DHG,20090625,13.23,13.23,13.11,13.23,8720
DHG,20090624,13.67,13.67,12.67,12.67,31040
DHG,20090623,13.11,13.11,13.11,13.11,16820
DHG,20090622,14.34,14.34,13.78,13.78,21820
DHG,20090619,14.45,14.45,14.12,14.34,14900
DHG,20090618,15.01,15.01,14.23,14.34,12540
DHG,20090617,14.22,14.45,14.22,14.45,17700
DHG,20090616,14.78,14.78,14.78,14.78,7630
DHG,20090615,14.33,15.56,14.33,15.56,33690
DHG,20090612,15.23,15.56,14.89,14.89,75360
DHG,20090611,15.45,16.23,15.45,15.56,164950
DHG,20090610,16.22,16.22,16.22,16.23,7730
DHG,20090609,17.00,17.00,16.67,17.00,25590
DHG,20090608,16.79,17.01,16.67,16.89,25790
DHG,20090605,16.34,16.34,16.23,16.23,34270
DHG,20090604,15.44,15.56,15.44,15.56,8970
DHG,20090603,15.01,15.01,14.78,15.00,44270
DHG,20090602,14.45,14.45,14.34,14.34,31620
DHG,20090601,13.45,13.79,13.34,13.78,30330
DHG,20090529,13.22,13.22,13.22,13.23,11170
DHG,20090528,13.34,13.34,12.90,12.89,19050
DHG,20090527,13.34,13.34,13.23,13.34,30170
DHG,20090526,13.34,13.34,13.23,13.34,30980
DHG,20090525,12.89,13.23,12.89,13.23,31930
DHG,20090522,13.11,13.11,12.55,12.67,8380
DHG,20090521,12.78,13.12,12.78,13.11,8770
DHG,20090520,13.34,13.34,13.11,13.34,85220
DHG,20090519,12.79,12.79,12.56,12.78,36480
DHG,20090518,12.23,12.45,12.23,12.23,8350
DHG,20090515,12.11,12.33,12.11,12.23,6000
DHG,20090514,12.00,12.34,12.00,12.11,36930
DHG,20090513,13.00,13.00,12.45,12.56,52060
DHG,20090512,12.89,12.89,12.56,12.56,11080
DHG,20090511,12.45,12.45,12.45,12.45,15300
DHG,20090508,12.00,12.00,11.89,11.89,16020
DHG,20090507,12.67,12.79,11.79,11.89,21670
DHG,20090506,12.67,12.89,12.23,12.23,53840
DHG,20090505,12.67,12.67,12.67,12.67,33420
DHG,20090504,12.00,12.12,12.00,12.11,27010
DHG,20090429,11.67,11.67,11.56,11.56,53930
DHG,20090428,11.56,11.67,11.56,11.56,42260
DHG,20090427,11.56,11.56,11.56,11.56,17360
DHG,20090424,11.56,11.89,11.45,11.56,8740
DHG,20090423,12.00,12.00,11.56,11.67,31890
DHG,20090422,11.56,11.78,11.56,11.67,43060
DHG,20090421,11.55,11.67,11.55,11.56,90740
DHG,20090420,11.89,12.23,11.89,12.11,13780
DHG,20090417,12.45,12.45,12.01,12.45,27740
DHG,20090416,12.45,12.45,11.89,12.45,18920
DHG,20090415,12.56,12.56,12.34,12.45,12060
DHG,20090414,12.44,12.89,12.44,12.56,20590
DHG,20090413,13.01,13.01,12.78,13.00,13770
DHG,20090410,12.45,12.45,12.45,12.45,9820
DHG,20090409,12.45,12.45,11.89,11.89,7600
DHG,20090408,12.33,12.67,12.33,12.45,25060
DHG,20090407,12.89,12.89,12.67,12.89,30160
DHG,20090403,12.67,12.67,12.45,12.67,16950
DHG,20090402,12.11,12.22,12.11,12.23,3640
DHG,20090401,11.78,11.89,11.67,11.78,38270
DHG,20090331,12.12,12.12,11.78,11.78,21140
DHG,20090330,12.34,12.67,12.34,12.34,3910
DHG,20090327,12.79,12.90,12.67,12.67,27640
DHG,20090326,12.67,13.22,12.67,13.23,50300
DHG,20090325,12.78,12.78,12.67,12.78,37470
DHG,20090324,12.67,12.78,12.45,12.67,62480
DHG,20090323,12.56,12.56,12.45,12.56,23570
DHG,20090320,12.23,12.56,11.90,12.56,31130
DHG,20090319,11.67,12.23,11.67,12.23,31780
DHG,20090318,11.33,11.67,11.33,11.67,58970
DHG,20090317,11.23,11.23,11.06,11.11,1330
DHG,20090316,10.94,11.22,10.94,11.06,800
DHG,20090313,11.11,11.22,11.11,11.11,3140
DHG,20090312,11.23,11.23,11.12,11.11,5310
DHG,20090311,11.11,11.22,11.11,11.23,7530
DHG,20090310,11.11,11.11,10.89,10.89,1960
DHG,20090309,10.89,11.11,10.89,11.11,4920
DHG,20090306,10.89,10.89,10.89,10.89,12690
DHG,20090305,11.11,11.11,10.89,10.89,10810
DHG,20090304,11.11,11.11,11.11,11.11,550
DHG,20090303,10.95,11.12,10.95,11.11,7110
DHG,20090302,11.45,11.45,11.45,11.45,5110
DHG,20090227,10.78,11.44,10.78,11.45,4510
DHG,20090226,11.45,11.45,11.01,11.11,16490
DHG,20090225,11.22,11.44,11.11,11.45,20370
DHG,20090224,10.56,11.00,10.56,11.00,16720
DHG,20090223,10.56,10.78,10.56,10.78,23050
DHG,20090220,11.11,11.11,10.78,10.78,23110
DHG,20090219,11.11,11.22,11.00,11.11,19700
DHG,20090218,11.34,11.34,11.11,11.11,12290
DHG,20090217,11.67,12.00,11.56,11.67,15120
DHG,20090216,12.00,12.11,11.78,12.00,10640
DHG,20090213,12.34,12.34,12.12,12.11,4160
DHG,20090212,12.23,12.34,12.12,12.34,10160
DHG,20090211,12.12,12.34,12.01,12.34,20370
DHG,20090210,12.45,12.45,12.23,12.23,4230
DHG,20090209,12.23,12.34,12.23,12.23,4790
DHG,20090206,12.34,12.34,12.23,12.23,15670
DHG,20090205,12.34,12.34,12.23,12.23,8930
DHG,20090204,12.34,12.45,12.23,12.34,7190
DHG,20090203,12.34,12.34,12.12,12.34,15860
DHG,20090202,12.23,12.67,12.23,12.34,2110
DHG,20090123,12.34,12.56,12.34,12.45,2580
DHG,20090122,12.33,12.44,12.22,12.34,5080
DHG,20090121,12.11,12.22,12.11,12.11,5400
DHG,20090120,12.23,12.45,12.12,12.11,13770
DHG,20090119,12.45,12.45,12.23,12.45,3310
DHG,20090116,12.34,12.45,12.23,12.45,10300
DHG,20090115,12.67,12.67,12.34,12.34,8190
DHG,20090114,12.34,12.78,12.34,12.67,7320
DHG,20090113,12.67,12.67,12.45,12.45,17070
DHG,20090112,13.00,13.00,12.67,12.67,1290
DHG,20090109,12.89,12.89,12.67,12.78,8640
DHG,20090108,13.00,13.00,12.89,12.89,5770
DHG,20090107,12.89,13.00,12.89,13.00,10900
DHG,20090106,12.78,13.00,12.78,12.89,34370
DHG,20090105,12.90,12.90,12.90,12.89,41600
DHG,20090102,12.90,13.34,12.90,13.34,40580
DHG,20081231,12.23,13.23,12.23,13.23,31390
DHG,20081230,12.78,12.89,12.67,12.67,61370
DHG,20081229,12.78,13.11,12.56,13.11,3640
DHG,20081226,13.00,13.00,12.89,12.89,8990
DHG,20081225,12.78,12.89,12.78,12.89,4250
DHG,20081224,12.45,13.11,12.45,13.11,6090
DHG,20081223,13.01,13.12,12.67,12.78,38880
DHG,20081222,13.34,13.34,13.23,13.23,12650
DHG,20081219,13.67,13.67,13.23,13.34,19390
DHG,20081218,13.56,13.56,13.34,13.34,18740
DHG,20081217,13.11,13.78,13.11,13.45,32350
DHG,20081216,13.56,14.23,13.56,13.67,15850
DHG,20081215,14.44,14.44,14.11,14.23,30970
DHG,20081212,13.90,14.01,13.90,14.00,54740
DHG,20081211,13.22,13.34,13.11,13.34,68600
DHG,20081210,12.67,12.89,12.67,12.78,14090
DHG,20081209,12.90,12.90,12.45,12.45,57630
DHG,20081208,12.94,12.94,12.50,12.73,6930
DHG,20081205,13.16,13.16,12.94,13.16,6140
DHG,20081204,13.05,13.16,12.72,13.16,58100
DHG,20081203,13.16,13.16,12.94,13.05,13170
DHG,20081202,12.51,13.06,12.51,13.05,20600
DHG,20081201,12.40,12.84,12.40,12.84,24750
DHG,20081128,12.62,12.95,12.62,12.84,25710
DHG,20081127,12.95,12.95,12.73,12.84,25950
DHG,20081126,12.72,13.05,12.72,12.84,41900
DHG,20081125,12.95,13.17,12.84,13.16,76450
DHG,20081124,12.51,12.95,12.51,12.84,22500
DHG,20081121,11.85,12.51,11.85,12.51,45070
DHG,20081120,12.07,12.29,12.07,12.29,40640
DHG,20081119,12.51,12.51,12.40,12.51,22180
DHG,20081118,12.39,12.50,12.39,12.40,50370
DHG,20081117,12.73,12.95,12.51,12.94,20510
DHG,20081114,12.51,12.73,12.40,12.73,25150
DHG,20081113,11.85,12.18,11.63,12.18,18530
DHG,20081112,11.63,11.96,11.63,11.63,39210
DHG,20081111,12.62,12.62,12.18,12.18,58310
DHG,20081110,12.84,12.84,12.51,12.73,17890
DHG,20081107,12.61,12.61,12.50,12.51,42000
DHG,20081106,13.16,13.16,12.61,13.16,66830
DHG,20081105,13.39,13.39,13.17,13.27,41170
DHG,20081104,12.62,12.83,12.62,12.84,15800
DHG,20081103,12.29,12.29,11.75,12.29,16340
DHG,20081031,11.74,11.74,11.63,11.75,33660
DHG,20081030,10.33,11.21,10.33,11.20,13920
DHG,20081029,10.77,10.77,10.72,10.77,42440
DHG,20081028,10.28,10.33,10.28,10.28,37560
DHG,20081027,10.88,10.88,10.77,10.77,28780
DHG,20081024,11.32,11.53,11.32,11.31,38550
DHG,20081023,12.18,12.18,11.86,11.86,38340
DHG,20081022,12.51,12.51,12.29,12.40,10720
DHG,20081021,12.62,12.62,12.40,12.51,29220
DHG,20081020,12.51,12.51,12.19,12.18,51070
DHG,20081017,12.73,12.73,12.51,12.73,10190
DHG,20081016,12.40,12.73,12.40,12.40,9090
DHG,20081015,13.37,13.37,12.61,12.62,18980
DHG,20081014,12.94,12.94,12.94,12.94,66070
DHG,20081013,12.94,12.94,12.40,12.40,15960
DHG,20081010,12.40,13.05,12.40,13.05,47230
DHG,20081009,12.61,13.27,12.61,13.05,4910
DHG,20081008,12.40,12.94,12.40,12.94,31280
DHG,20081007,12.95,12.95,12.95,12.94,27520
DHG,20081006,13.60,13.71,13.60,13.60,34870
DHG,20081003,14.25,14.36,14.25,14.25,32670
DHG,20081002,15.02,15.02,14.69,14.69,5080
DHG,20081001,14.80,14.80,14.36,14.69,26000
DHG,20080930,14.36,14.36,14.36,14.36,15720
DHG,20080929,15.12,15.23,14.58,15.01,34650
DHG,20080926,15.23,15.23,15.01,15.12,44780
DHG,20080925,15.01,15.01,14.69,15.01,85130
DHG,20080924,15.22,15.22,14.36,14.36,74880
DHG,20080923,15.12,15.12,14.47,14.79,72820
DHG,20080922,14.46,14.46,14.46,14.47,36120
DHG,20080919,13.81,13.81,13.81,13.81,26620
DHG,20080918,12.51,13.16,12.51,13.16,167340
DHG,20080917,13.16,13.27,13.16,13.16,72830
DHG,20080916,14.57,14.57,13.70,13.81,131370
DHG,20080915,13.92,14.79,13.92,13.92,35730
DHG,20080912,14.14,14.14,13.92,14.14,137050
DHG,20080911,14.90,14.90,14.25,14.25,22280
DHG,20080910,15.23,15.23,14.47,14.90,22990
DHG,20080909,15.23,15.34,15.12,15.12,24850
DHG,20080908,15.34,15.34,14.90,15.12,118900
DHG,20080905,15.12,15.23,15.12,15.12,40180
DHG,20080904,15.12,15.23,14.90,14.90,33580
DHG,20080903,14.25,14.90,14.25,14.90,75070
DHG,20080829,14.25,14.46,14.25,14.25,146270
DHG,20080828,15.01,15.12,14.90,14.90,57760
DHG,20080827,15.56,15.56,15.23,15.23,44050
DHG,20080826,15.56,15.89,15.56,15.56,46970
DHG,20080825,15.99,15.99,15.23,15.56,53020
DHG,20080822,15.01,15.45,15.01,15.23,61090
DHG,20080821,15.34,15.88,15.34,15.45,63340
DHG,20080820,15.34,16.86,15.34,16.10,74540
DHG,20080819,16.10,16.10,16.10,16.10,16080
DHG,20080818,16.86,16.86,16.54,16.86,71860
DHG,20080815,16.09,16.09,16.09,16.10,26750
DHG,20080814,15.67,15.67,15.34,15.66,96170
DHG,20080813,15.22,15.22,15.01,15.23,113560
DHG,20080812,14.80,14.80,14.58,14.79,90930
DHG,20080811,14.47,14.47,14.47,14.47,25250
DHG,20080808,14.14,14.14,14.14,14.14,43670
DHG,20080807,13.93,13.93,13.82,13.81,12240
DHG,20080806,13.60,13.60,13.49,13.49,78720
DHG,20080805,13.27,13.27,13.27,13.27,13550
DHG,20080804,13.59,13.59,13.59,13.60,5260
DHG,20080801,14.25,14.25,13.92,13.92,12150
DHG,20080731,14.25,14.25,13.81,14.25,54680
DHG,20080730,13.93,13.93,13.93,13.92,48060
DHG,20080729,13.60,13.60,13.60,13.60,3740
DHG,20080728,13.27,13.27,13.27,13.27,23640
DHG,20080725,12.94,13.27,12.94,12.94,38320
DHG,20080724,13.27,13.38,13.27,13.27,52150
DHG,20080723,13.59,13.59,13.59,13.60,2700
DHG,20080722,13.92,13.92,13.92,13.92,12450
DHG,20080721,14.25,14.47,14.25,14.25,82230
DHG,20080718,14.68,14.79,14.68,14.69,84350
DHG,20080717,15.23,15.45,15.12,15.12,57170
DHG,20080716,15.55,15.66,15.55,15.56,45720
DHG,20080715,16.10,16.10,15.88,15.99,56630
DHG,20080714,15.45,15.78,15.45,15.77,40900
DHG,20080711,15.23,15.34,15.23,15.34,66240
DHG,20080710,14.68,14.90,14.57,14.90,69130
DHG,20080709,15.01,15.45,15.01,15.01,58740
DHG,20080708,15.44,15.44,15.44,15.45,31440
DHG,20080707,16.76,16.76,15.88,15.88,38890
DHG,20080704,16.32,16.32,16.10,16.32,126230
DHG,20080703,16.10,16.21,15.88,15.99,144580
DHG,20080702,15.55,16.21,15.55,15.99,96050
DHG,20080701,15.23,16.00,15.23,15.99,43050
DHG,20080630,15.77,15.77,15.44,15.56,47690
DHG,20080627,15.23,15.78,15.12,15.77,25340
DHG,20080626,15.67,15.67,14.79,15.56,29130
DHG,20080625,15.22,15.22,15.22,15.23,54770
DHG,20080624,14.69,14.80,14.47,14.79,29380
DHG,20080623,14.47,14.91,14.47,14.47,29480
DHG,20080620,14.68,14.68,14.68,14.69,21910
DHG,20080619,15.12,15.12,15.12,15.12,15940
DHG,20080618,15.55,15.55,15.55,15.56,37150
DHG,20080617,15.78,15.78,15.78,15.77,48860
DHG,20080616,15.34,15.56,15.34,15.56,83290
DHG,20080613,15.34,15.34,15.23,15.34,49460
DHG,20080612,14.68,15.12,14.68,15.12,22940
DHG,20080611,14.68,15.12,14.68,14.90,61230
DHG,20080610,14.90,14.90,14.90,14.90,200
DHG,20080609,15.12,15.12,15.12,15.12,80
DHG,20080606,15.34,15.34,15.34,15.34,460
DHG,20080605,15.77,15.77,15.55,15.56,1880
DHG,20080604,15.77,15.77,15.77,15.77,5440
DHG,20080603,15.99,15.99,15.99,15.99,820
DHG,20080602,16.31,16.31,16.31,16.32,11140
DHG,20080530,16.64,16.64,16.64,16.64,26170
DHG,20080526,16.97,16.97,16.97,16.97,10
DHG,20080523,17.29,17.29,17.29,17.30,27220
DHG,20080522,17.62,17.73,17.62,17.62,21940
DHG,20080521,17.94,18.05,17.94,17.95,28600
DHG,20080520,18.50,18.50,18.17,18.27,11570
DHG,20080519,18.17,18.17,17.95,18.17,40730
DHG,20080516,17.95,17.95,17.84,17.84,40960
DHG,20080515,17.62,17.73,17.62,17.62,51770
DHG,20080514,17.94,17.94,17.94,17.95,20780
DHG,20080513,18.27,18.27,18.27,18.27,1270
DHG,20080512,18.60,18.60,18.60,18.60,170
DHG,20080509,18.92,18.92,18.92,18.93,700
DHG,20080508,19.25,19.25,19.25,19.25,30700
DHG,20080507,19.58,19.69,19.58,19.58,73590
DHG,20080506,19.80,19.91,19.58,19.91,66600
DHG,20080505,19.80,19.80,19.69,19.80,43290
DHG,20080429,19.48,19.48,19.37,19.47,64930
DHG,20080428,18.82,19.15,18.82,19.15,35350
DHG,20080425,18.71,18.82,18.49,18.82,62860
DHG,20080424,18.28,18.71,18.28,18.49,32540
DHG,20080423,18.60,18.60,18.60,18.60,12080
DHG,20080422,18.70,18.92,18.60,18.92,34080
DHG,20080421,18.92,18.92,18.70,18.92,18780
DHG,20080418,18.92,18.92,18.60,18.92,137060
DHG,20080417,18.39,18.60,18.39,18.60,51030
DHG,20080416,17.73,18.27,17.73,18.28,26810
DHG,20080411,17.85,18.06,17.85,17.95,75280
DHG,20080410,18.81,18.81,18.17,18.17,138190
DHG,20080409,18.49,18.49,18.49,18.49,39560
DHG,20080408,18.16,18.16,17.62,18.17,143530
DHG,20080407,17.84,17.84,17.84,17.84,60
DHG,20080404,17.52,17.52,17.52,17.52,90
DHG,20080403,17.41,17.41,17.41,17.41,10
DHG,20080402,17.30,17.30,17.30,17.30,120
DHG,20080401,17.09,17.20,17.09,17.19,990
DHG,20080331,17.09,17.09,17.09,17.09,2800
DHG,20080328,16.98,16.98,16.98,16.98,520
DHG,20080327,16.76,16.87,16.76,16.87,1150
DHG,20080326,16.76,16.76,16.65,16.76,63550
DHG,20080325,16.22,16.22,16.00,16.00,67510
DHG,20080324,16.87,16.98,16.76,16.76,46170
DHG,20080321,17.52,17.74,17.52,17.63,53110
DHG,20080320,17.74,18.17,17.63,18.17,64980
DHG,20080319,16.98,17.74,16.98,17.52,74090
DHG,20080318,16.98,17.30,16.98,16.98,68750
DHG,20080317,18.38,18.38,17.84,17.84,73240
DHG,20080314,18.71,18.82,18.49,18.60,70950
DHG,20080313,19.04,19.04,18.60,18.71,36240
DHG,20080312,18.16,18.60,18.16,18.28,43640
DHG,20080311,17.41,18.06,17.41,17.84,57390
DHG,20080310,18.16,18.16,18.16,18.17,80000
DHG,20080307,17.31,17.31,17.31,17.30,13450
DHG,20080306,16.55,16.55,16.55,16.55,2360
DHG,20080305,15.68,16.01,15.57,15.79,72200
DHG,20080304,16.33,16.77,16.33,16.33,144360
DHG,20080303,17.30,17.41,17.08,17.09,101530
DHG,20080229,18.06,18.28,17.84,17.95,90000
DHG,20080228,18.06,18.71,17.95,18.06,42330
DHG,20080227,17.95,18.82,17.95,18.06,30840
DHG,20080226,17.73,19.14,17.73,17.95,81750
DHG,20080225,18.61,18.61,18.39,18.60,85690
DHG,20080222,17.73,17.73,17.73,17.74,89200
DHG,20080221,18.60,18.60,18.60,18.60,43840
DHG,20080220,20.55,20.55,19.58,19.57,67780
DHG,20080219,20.00,20.65,20.00,20.55,16460
DHG,20080218,20.76,20.76,20.55,20.65,119520
DHG,20080215,21.63,21.63,21.41,21.52,16730
DHG,20080214,21.62,22.06,21.62,21.63,17710
DHG,20080213,22.39,22.39,21.31,21.30,28040
DHG,20080212,22.17,22.39,21.95,22.39,35140
DHG,20080201,22.71,22.82,22.50,22.82,50510
DHG,20080131,22.28,22.28,21.31,22.28,44350
DHG,20080130,22.27,22.27,22.16,22.28,86430
DHG,20080129,20.55,21.31,20.44,21.30,44090
DHG,20080128,20.22,20.44,20.12,20.44,28950
DHG,20080125,19.90,20.55,19.90,20.44,21040
DHG,20080124,20.65,21.30,20.54,20.55,43450
DHG,20080123,21.09,21.31,20.66,20.65,45410
DHG,20080122,21.74,21.74,21.52,21.74,35800
DHG,20080121,22.28,22.28,22.06,22.17,45010
DHG,20080118,21.63,22.17,21.63,22.17,35740
DHG,20080117,22.60,22.60,21.85,21.95,63870
DHG,20080116,22.16,22.27,22.16,22.28,78910
DHG,20080115,22.17,22.17,21.30,21.30,54220
DHG,20080114,22.49,22.49,22.17,22.17,49890
DHG,20080111,22.49,22.82,22.49,22.49,74910
DHG,20080110,22.50,22.61,21.96,22.17,68050
DHG,20080109,23.35,23.46,22.92,22.93,23670
DHG,20080108,23.79,23.79,23.36,23.57,38080
DHG,20080107,24.23,24.23,22.93,23.25,31430
DHG,20080104,24.01,24.23,23.90,24.12,8900
DHG,20080103,24.33,24.33,24.01,24.01,23490
DHG,20080102,25.52,25.52,24.54,24.55,33450
DHG,20071228,24.44,25.30,24.44,25.30,59160
DHG,20071227,24.11,25.30,24.00,25.30,37120
DHG,20071226,24.22,24.44,24.00,24.22,21070
DHG,20071225,24.87,24.87,24.00,24.22,7390
DHG,20071224,23.90,24.88,23.47,24.87,20060
DHG,20071221,24.22,24.22,24.00,24.01,29800
DHG,20071220,24.55,24.55,23.79,24.22,43180
DHG,20071219,23.47,24.01,23.47,24.01,20060
DHG,20071218,22.92,23.36,22.92,22.93,52480
